player_id,country_code,currency_code,signup_date,acquisition_channel
P-007956,AR,BRL,2025-01-23,organic
P-007957,CA,USD,2025-05-13,creator_program
P-007958,DE,EUR,2024-11-15,organic
P-007959,CA,USD,2024-08-26,email
P-007960,JP,JPY,2024-10-22,storefront_feature
P-007961,US,USD,2025-03-05,organic
P-007962,CA,USD,2025-08-28,paid_social
P-007963,DE,EUR,2025-02-17,email
P-007964,CA,USD,2026-01-21,paid_social
P-007965,JP,JPY,2026-04-02,storefront_feature
P-007966,BR,BRL,2024-10-04,email
P-007967,ES,EUR,2026-05-22,organic
P-007968,GB,GBP,2024-11-04,email
P-007969,US,USD,2025-01-13,creator_program
P-007970,GB,GBP,2025-05-05,organic
P-007971,US,USD,2026-07-31,storefront_feature
P-007972,US,USD,2025-02-09,paid_social
P-007973,JP,JPY,2026-05-25,creator_program
P-007974,AR,BRL,2024-09-14,paid_social
P-007975,CA,USD,2026-02-23,paid_social
P-007976,GB,GBP,2025-01-24,storefront_feature
P-007977,BR,BRL,2024-08-12,paid_social
P-007978,ES,EUR,2025-04-07,organic
P-007979,JP,JPY,2026-04-29,email
P-007980,CA,USD,2024-06-25,creator_program
P-007981,JP,JPY,2026-01-01,email
P-007982,BR,BRL,2026-03-20,organic
P-007983,US,USD,2026-03-03,storefront_feature
P-007984,GB,GBP,2024-11-14,email
P-007985,US,USD,2024-06-04,storefront_feature
P-007986,CA,USD,2026-04-06,email
P-007987,FR,EUR,2025-05-01,creator_program
P-007988,BR,BRL,2025-12-17,paid_social
P-007989,US,USD,2024-08-24,organic
P-007990,CA,USD,2026-06-16,creator_program
P-007991,FR,EUR,2025-05-12,email
P-007992,FR,EUR,2024-06-12,storefront_feature
P-007993,JP,JPY,2025-11-26,organic
P-007994,AR,BRL,2026-06-22,organic
P-007995,GB,GBP,2024-08-17,email
P-007996,CA,USD,2026-02-16,paid_social
P-007997,GB,GBP,2025-03-25,creator_program
P-007998,CA,USD,2025-06-06,creator_program
P-007999,US,USD,2025-09-02,email
P-008000,US,USD,2025-06-10,paid_social
P-008001,CA,USD,2025-07-13,email
P-008002,JP,JPY,2025-05-23,organic
P-008003,CA,USD,2026-03-25,email
P-008004,CA,USD,2024-09-30,paid_social
P-008005,CA,USD,2025-12-29,organic
P-008006,JP,JPY,2026-07-08,creator_program
P-008007,JP,JPY,2025-03-26,storefront_feature
P-008008,JP,JPY,2025-12-29,paid_social
P-008009,DE,EUR,2024-11-17,email
P-008010,JP,JPY,2025-12-08,paid_social
P-008011,DE,EUR,2024-09-17,organic
P-008012,GB,GBP,2025-04-05,email
P-008013,BR,BRL,2025-07-27,creator_program
P-008014,JP,JPY,2025-12-19,email
P-008015,FR,EUR,2025-08-24,organic
P-008016,US,USD,2025-04-07,storefront_feature
P-008017,BR,BRL,2026-05-25,storefront_feature
P-008018,JP,JPY,2025-10-25,storefront_feature
P-008019,US,USD,2024-12-25,storefront_feature
P-008020,BR,BRL,2025-08-21,email
P-008021,ES,EUR,2025-03-22,organic
P-008022,CA,USD,2025-01-16,storefront_feature
P-008023,CA,USD,2026-07-14,organic
P-008024,ES,EUR,2024-11-19,paid_social
P-008025,CA,USD,2025-08-06,storefront_feature
P-008026,AR,BRL,2026-02-05,paid_social
P-008027,US,USD,2026-06-05,storefront_feature
P-008028,GB,GBP,2024-10-21,email
P-008029,CA,USD,2025-05-03,creator_program
P-008030,US,USD,2024-10-24,paid_social
P-008031,US,USD,2024-08-14,creator_program
P-008032,CA,USD,2026-06-29,creator_program
P-008033,DE,EUR,2026-05-20,email
P-008034,GB,GBP,2025-05-01,email
P-008035,BR,BRL,2025-11-10,organic
P-008036,ES,EUR,2025-02-21,storefront_feature
P-008037,CA,USD,2026-06-03,paid_social
P-008038,FR,EUR,2025-12-24,organic
P-008039,JP,JPY,2024-12-14,email
P-008040,DE,EUR,2025-01-19,storefront_feature
P-008041,CA,USD,2026-06-06,creator_program
P-008042,ES,EUR,2024-11-03,paid_social
P-008043,BR,BRL,2024-12-01,storefront_feature
P-008044,AR,BRL,2025-06-04,creator_program
P-008045,FR,EUR,2025-01-24,creator_program
P-008046,US,USD,2026-07-21,creator_program
P-008047,CA,USD,2025-04-14,creator_program
P-008048,US,USD,2025-08-19,creator_program
P-008049,GB,GBP,2025-06-02,email
P-008050,CA,USD,2026-08-29,storefront_feature
P-008051,GB,GBP,2025-04-29,email
P-008052,FR,EUR,2025-03-23,organic
P-008053,CA,USD,2024-10-30,paid_social
P-008054,JP,JPY,2024-12-31,email
P-008055,CA,USD,2026-05-10,organic
P-008056,FR,EUR,2026-08-22,storefront_feature
P-008057,ES,EUR,2026-01-04,paid_social
P-008058,US,USD,2026-06-27,organic
P-008059,BR,BRL,2024-08-01,storefront_feature
P-008060,CA,USD,2025-03-13,organic
P-008061,US,USD,2026-08-02,email
P-008062,FR,EUR,2026-03-24,email
P-008063,US,USD,2025-03-02,paid_social
P-008064,US,USD,2024-06-08,storefront_feature
P-008065,AR,BRL,2025-07-11,organic
P-008066,US,USD,2025-09-08,paid_social
P-008067,BR,BRL,2025-11-15,paid_social
P-008068,CA,USD,2026-02-01,storefront_feature
P-008069,DE,EUR,2024-10-29,paid_social
P-008070,CA,USD,2025-06-26,email
P-008071,AR,BRL,2025-09-24,organic
P-008072,CA,USD,2026-04-09,creator_program
P-008073,AR,BRL,2025-07-01,organic
P-008074,CA,USD,2026-03-25,storefront_feature
P-008075,FR,EUR,2024-07-07,organic
P-008076,AR,BRL,2026-02-14,email
P-008077,DE,EUR,2025-12-05,organic
P-008078,JP,JPY,2025-10-11,storefront_feature
P-008079,GB,GBP,2026-03-27,email
P-008080,CA,USD,2026-01-17,creator_program
P-008081,CA,USD,2025-02-25,organic
P-008082,CA,USD,2024-07-07,email
P-008083,US,USD,2025-06-01,organic
P-008084,CA,USD,2024-06-23,organic
P-008085,BR,BRL,2026-09-01,paid_social
P-008086,US,USD,2025-12-06,creator_program
P-008087,JP,JPY,2025-06-25,creator_program
P-008088,US,USD,2025-02-21,email
P-008089,CA,USD,2025-09-15,email
P-008090,GB,GBP,2024-10-29,email
P-008091,FR,EUR,2025-11-10,paid_social
P-008092,CA,USD,2026-04-03,paid_social
P-008093,US,USD,2026-09-15,paid_social
P-008094,US,USD,2025-12-26,paid_social
P-008095,CA,USD,2025-06-26,paid_social
P-008096,CA,USD,2024-12-31,creator_program
P-008097,US,USD,2026-05-09,email
P-008098,BR,BRL,2026-09-25,email
P-008099,US,USD,2025-10-28,storefront_feature
P-008100,CA,USD,2026-04-26,email
P-008101,JP,JPY,2025-01-13,email
P-008102,CA,USD,2025-01-23,creator_program
P-008103,CA,USD,2025-07-03,paid_social
P-008104,GB,GBP,2024-08-21,organic
P-008105,CA,USD,2024-07-22,storefront_feature
P-008106,ES,EUR,2025-12-20,creator_program
P-008107,CA,USD,2025-09-16,paid_social
P-008108,JP,JPY,2024-09-26,creator_program
P-008109,BR,BRL,2025-07-09,paid_social
P-008110,BR,BRL,2025-10-12,paid_social
P-008111,CA,USD,2024-09-24,paid_social
P-008112,ES,EUR,2025-03-29,organic
P-008113,US,USD,2025-04-04,storefront_feature
P-008114,CA,USD,2026-02-06,organic
P-008115,BR,BRL,2025-07-13,paid_social
P-008116,US,USD,2025-10-07,storefront_feature
P-008117,CA,USD,2025-02-22,storefront_feature
P-008118,US,USD,2024-09-30,paid_social
P-008119,AR,BRL,2026-05-25,paid_social
P-008120,CA,USD,2026-01-31,creator_program
P-008121,FR,EUR,2025-03-02,storefront_feature
P-008122,US,USD,2025-10-09,paid_social
P-008123,FR,EUR,2024-11-22,organic
P-008124,ES,EUR,2026-04-15,email
P-008125,DE,EUR,2025-10-27,email
P-008126,US,USD,2024-10-16,creator_program
P-008127,BR,BRL,2025-08-17,creator_program
P-008128,GB,GBP,2024-08-21,paid_social
P-008129,CA,USD,2024-08-13,organic
P-008130,US,USD,2026-08-15,organic
P-008131,US,USD,2026-08-15,email
P-008132,US,USD,2026-05-09,paid_social
P-008133,US,USD,2025-05-05,email
P-008134,ES,EUR,2025-12-19,creator_program
P-008135,CA,USD,2025-04-26,creator_program
P-008136,BR,BRL,2024-11-04,organic
P-008137,ES,EUR,2025-07-23,email
P-008138,JP,JPY,2025-05-08,storefront_feature
P-008139,US,USD,2025-01-19,email
P-008140,US,USD,2026-07-27,storefront_feature
P-008141,US,USD,2026-08-05,organic
P-008142,JP,JPY,2025-06-25,organic
P-008143,CA,USD,2025-06-02,storefront_feature
P-008144,BR,BRL,2025-08-26,paid_social
P-008145,BR,BRL,2026-02-11,creator_program
P-008146,JP,JPY,2026-04-12,paid_social
P-008147,GB,GBP,2026-02-03,paid_social
P-008148,US,USD,2026-03-22,email
P-008149,GB,GBP,2025-06-11,storefront_feature
P-008150,BR,BRL,2025-07-01,paid_social
P-008151,JP,JPY,2026-01-25,paid_social
P-008152,AR,BRL,2025-04-07,email
P-008153,GB,GBP,2026-04-30,email
P-008154,GB,GBP,2025-01-29,organic
P-008155,FR,EUR,2025-04-16,organic
P-008156,AR,BRL,2026-06-17,organic
P-008157,US,USD,2025-10-06,email
P-008158,AR,BRL,2025-08-29,creator_program
P-008159,ES,EUR,2024-09-18,storefront_feature
P-008160,US,USD,2026-08-30,storefront_feature
P-008161,JP,JPY,2025-09-25,organic
P-008162,US,USD,2025-08-06,paid_social
P-008163,GB,GBP,2025-09-16,email
P-008164,US,USD,2024-07-09,organic
P-008165,JP,JPY,2025-06-16,creator_program
P-008166,AR,BRL,2025-11-23,paid_social
P-008167,US,USD,2026-07-19,storefront_feature
P-008168,CA,USD,2024-09-22,email
P-008169,BR,BRL,2025-02-19,creator_program
P-008170,US,USD,2025-09-01,organic
P-008171,GB,GBP,2024-10-28,storefront_feature
P-008172,US,USD,2024-12-28,storefront_feature
P-008173,CA,USD,2024-10-08,storefront_feature
P-008174,ES,EUR,2025-04-15,organic
P-008175,AR,BRL,2025-07-22,storefront_feature
P-008176,BR,BRL,2024-09-18,organic
P-008177,FR,EUR,2025-05-20,creator_program
P-008178,US,USD,2025-01-21,organic
P-008179,BR,BRL,2026-06-21,paid_social
P-008180,ES,EUR,2026-01-02,paid_social
P-008181,GB,GBP,2026-01-30,paid_social
P-008182,BR,BRL,2025-11-21,organic
P-008183,ES,EUR,2026-07-13,organic
P-008184,ES,EUR,2024-12-24,email
P-008185,ES,EUR,2026-01-20,email
P-008186,ES,EUR,2026-05-02,paid_social
P-008187,FR,EUR,2024-10-30,paid_social
P-008188,CA,USD,2025-05-31,email
P-008189,FR,EUR,2026-07-15,creator_program
P-008190,CA,USD,2025-06-04,organic
P-008191,US,USD,2024-07-08,paid_social
P-008192,BR,BRL,2024-09-30,paid_social
P-008193,BR,BRL,2024-12-21,storefront_feature
P-008194,CA,USD,2025-12-30,storefront_feature
P-008195,CA,USD,2025-12-03,organic
P-008196,US,USD,2025-02-26,email
P-008197,AR,BRL,2024-08-08,email
P-008198,BR,BRL,2025-10-06,storefront_feature
P-008199,ES,EUR,2026-05-06,email
P-008200,CA,USD,2025-11-06,organic
P-008201,US,USD,2025-07-22,paid_social
P-008202,US,USD,2025-07-01,paid_social
P-008203,ES,EUR,2026-04-09,email
P-008204,GB,GBP,2026-04-03,email
P-008205,CA,USD,2024-07-28,storefront_feature
P-008206,US,USD,2024-10-20,paid_social
P-008207,US,USD,2025-02-10,email
P-008208,AR,BRL,2025-06-21,storefront_feature
P-008209,AR,BRL,2025-05-05,organic
P-008210,US,USD,2024-12-23,creator_program
P-008211,BR,BRL,2025-11-06,paid_social
P-008212,JP,JPY,2024-12-11,email
P-008213,JP,JPY,2026-04-12,creator_program
P-008214,BR,BRL,2024-06-28,organic
P-008215,CA,USD,2024-09-07,paid_social
P-008216,US,USD,2026-03-16,storefront_feature
P-008217,US,USD,2024-07-03,creator_program
P-008218,BR,BRL,2026-06-23,organic
P-008219,US,USD,2024-06-27,email
P-008220,AR,BRL,2025-04-27,creator_program
P-008221,ES,EUR,2026-08-03,storefront_feature
P-008222,GB,GBP,2026-04-30,email
P-008223,CA,USD,2024-10-21,email
P-008224,CA,USD,2025-12-30,creator_program
P-008225,US,USD,2025-07-10,paid_social
P-008226,JP,JPY,2025-11-21,paid_social
P-008227,BR,BRL,2026-08-11,paid_social
P-008228,GB,GBP,2026-09-14,email
P-008229,US,USD,2026-07-07,email
P-008230,US,USD,2025-02-18,email
P-008231,GB,GBP,2026-08-20,storefront_feature
P-008232,AR,BRL,2024-06-16,organic
P-008233,ES,EUR,2025-05-11,organic
P-008234,CA,USD,2024-06-27,storefront_feature
P-008235,GB,GBP,2025-04-30,storefront_feature
P-008236,GB,GBP,2025-01-03,organic
P-008237,JP,JPY,2026-03-17,storefront_feature
P-008238,GB,GBP,2025-06-29,storefront_feature
P-008239,JP,JPY,2024-12-16,creator_program
P-008240,FR,EUR,2026-04-14,storefront_feature
P-008241,BR,BRL,2025-04-24,creator_program
P-008242,JP,JPY,2026-07-19,email
P-008243,FR,EUR,2026-04-20,creator_program
P-008244,FR,EUR,2025-11-07,email
P-008245,US,USD,2025-01-09,creator_program
P-008246,US,USD,2025-05-09,creator_program
P-008247,ES,EUR,2025-01-10,storefront_feature
P-008248,AR,BRL,2025-06-12,creator_program
P-008249,US,USD,2025-12-04,creator_program
P-008250,US,USD,2026-07-24,organic
P-008251,DE,EUR,2026-06-27,paid_social
P-008252,CA,USD,2026-08-04,storefront_feature
P-008253,US,USD,2026-03-11,organic
P-008254,BR,BRL,2024-10-16,email
P-008255,GB,GBP,2024-10-24,email
P-008256,GB,GBP,2025-06-02,email
P-008257,CA,USD,2026-05-03,storefront_feature
P-008258,CA,USD,2024-07-02,email
P-008259,US,USD,2024-07-25,organic
P-008260,US,USD,2024-09-09,creator_program
P-008261,DE,EUR,2024-10-21,organic
P-008262,GB,GBP,2025-06-05,storefront_feature
P-008263,JP,JPY,2025-08-10,email
P-008264,CA,USD,2025-01-11,storefront_feature
P-008265,GB,GBP,2024-12-05,organic
P-008266,US,USD,2026-01-16,email
P-008267,US,USD,2024-12-27,storefront_feature
P-008268,US,USD,2025-03-09,creator_program
P-008269,CA,USD,2025-04-27,paid_social
P-008270,US,USD,2024-12-10,paid_social
P-008271,GB,GBP,2024-12-30,creator_program
P-008272,CA,USD,2024-09-15,storefront_feature
P-008273,BR,BRL,2026-06-11,email
P-008274,JP,JPY,2025-03-21,creator_program
P-008275,US,USD,2024-12-05,creator_program
P-008276,CA,USD,2024-07-27,storefront_feature
P-008277,US,USD,2026-02-15,organic
P-008278,US,USD,2024-09-12,creator_program
P-008279,US,USD,2024-07-24,creator_program
P-008280,BR,BRL,2026-07-26,organic
P-008281,US,USD,2025-12-05,email
P-008282,GB,GBP,2026-03-04,paid_social
P-008283,US,USD,2025-11-17,creator_program
P-008284,GB,GBP,2025-12-10,storefront_feature
P-008285,JP,JPY,2026-01-20,email
P-008286,CA,USD,2025-10-26,paid_social
P-008287,FR,EUR,2025-05-19,storefront_feature
P-008288,GB,GBP,2025-10-03,email
P-008289,JP,JPY,2025-02-03,organic
P-008290,CA,USD,2024-10-30,paid_social
P-008291,FR,EUR,2025-03-11,storefront_feature
P-008292,GB,GBP,2026-05-24,creator_program
P-008293,CA,USD,2025-12-20,email
P-008294,JP,JPY,2026-09-24,paid_social
P-008295,GB,GBP,2025-11-20,creator_program
P-008296,DE,EUR,2026-07-17,creator_program
P-008297,BR,BRL,2025-07-18,creator_program
P-008298,GB,GBP,2025-02-01,email
P-008299,JP,JPY,2025-10-12,storefront_feature
P-008300,ES,EUR,2026-09-11,paid_social
P-008301,FR,EUR,2025-05-05,email
P-008302,CA,USD,2026-07-29,paid_social
P-008303,CA,USD,2025-02-16,creator_program
P-008304,CA,USD,2025-05-21,email
P-008305,US,USD,2026-05-09,creator_program
P-008306,CA,USD,2025-09-02,paid_social
P-008307,US,USD,2026-01-26,creator_program
P-008308,CA,USD,2025-08-08,paid_social
P-008309,CA,USD,2025-03-16,storefront_feature
P-008310,US,USD,2025-03-18,email
P-008311,ES,EUR,2025-09-29,email
P-008312,ES,EUR,2026-07-10,paid_social
P-008313,US,USD,2024-12-02,storefront_feature
P-008314,ES,EUR,2025-10-13,storefront_feature
P-008315,CA,USD,2025-11-01,creator_program
P-008316,GB,GBP,2025-11-17,storefront_feature
P-008317,US,USD,2026-02-25,email
P-008318,AR,BRL,2024-07-26,creator_program
P-008319,BR,BRL,2024-11-05,organic
P-008320,BR,BRL,2026-01-24,organic
P-008321,DE,EUR,2025-11-19,storefront_feature
P-008322,CA,USD,2026-07-09,creator_program
P-008323,AR,BRL,2026-06-15,storefront_feature
P-008324,BR,BRL,2024-12-11,paid_social
P-008325,CA,USD,2025-01-15,storefront_feature
P-008326,US,USD,2024-10-16,storefront_feature
P-008327,US,USD,2026-01-18,organic
P-008328,JP,JPY,2024-08-26,paid_social
P-008329,CA,USD,2025-03-02,storefront_feature
P-008330,CA,USD,2025-10-03,storefront_feature
P-008331,ES,EUR,2026-09-04,email
P-008332,BR,BRL,2026-04-17,creator_program
P-008333,CA,USD,2026-04-23,creator_program
P-008334,CA,USD,2024-06-08,creator_program
P-008335,DE,EUR,2026-06-06,creator_program
P-008336,CA,USD,2026-03-31,email
P-008337,US,USD,2026-04-21,creator_program
P-008338,CA,USD,2024-08-09,storefront_feature
P-008339,CA,USD,2025-06-27,creator_program
P-008340,DE,EUR,2024-07-09,storefront_feature
P-008341,DE,EUR,2024-09-23,creator_program
P-008342,GB,GBP,2025-03-31,email
P-008343,JP,JPY,2025-04-17,paid_social
P-008344,US,USD,2025-08-21,email
P-008345,US,USD,2026-05-21,organic
P-008346,CA,USD,2025-05-29,email
P-008347,BR,BRL,2026-05-29,storefront_feature
P-008348,US,USD,2024-07-11,organic
P-008349,CA,USD,2025-10-18,email
P-008350,US,USD,2024-12-07,paid_social
P-008351,US,USD,2024-09-04,organic
P-008352,CA,USD,2024-12-09,paid_social
P-008353,GB,GBP,2026-04-02,creator_program
P-008354,GB,GBP,2024-12-10,creator_program
P-008355,ES,EUR,2025-07-03,organic
P-008356,ES,EUR,2025-05-18,storefront_feature
P-008357,BR,BRL,2026-09-18,organic
P-008358,FR,EUR,2026-03-06,email
P-008359,US,USD,2024-08-15,creator_program
P-008360,FR,EUR,2024-11-02,paid_social
P-008361,US,USD,2025-11-02,email
P-008362,FR,EUR,2025-01-24,paid_social
P-008363,US,USD,2026-03-19,paid_social
P-008364,US,USD,2025-10-01,creator_program
P-008365,BR,BRL,2024-10-16,organic
P-008366,CA,USD,2024-10-04,creator_program
P-008367,CA,USD,2026-07-01,paid_social
P-008368,CA,USD,2024-10-21,paid_social
P-008369,DE,EUR,2026-07-07,paid_social
P-008370,AR,BRL,2024-10-18,email
P-008371,JP,JPY,2025-04-24,organic
P-008372,FR,EUR,2025-10-26,creator_program
P-008373,AR,BRL,2026-04-17,email
P-008374,US,USD,2024-09-30,email
P-008375,GB,GBP,2026-05-18,paid_social
P-008376,CA,USD,2024-09-19,email
P-008377,CA,USD,2024-08-06,storefront_feature
P-008378,GB,GBP,2026-08-24,creator_program
P-008379,BR,BRL,2024-08-05,storefront_feature
P-008380,AR,BRL,2025-10-09,paid_social
P-008381,US,USD,2024-07-24,organic
P-008382,CA,USD,2025-10-04,organic
P-008383,CA,USD,2025-10-31,storefront_feature
P-008384,US,USD,2025-03-28,paid_social
P-008385,JP,JPY,2025-06-21,storefront_feature
P-008386,DE,EUR,2026-01-29,storefront_feature
P-008387,FR,EUR,2026-07-17,organic
P-008388,BR,BRL,2025-08-10,creator_program
P-008389,BR,BRL,2024-09-10,storefront_feature
P-008390,US,USD,2024-11-12,storefront_feature
P-008391,FR,EUR,2025-10-16,email
P-008392,FR,EUR,2025-01-29,paid_social
P-008393,US,USD,2024-12-30,paid_social
P-008394,DE,EUR,2024-09-24,creator_program
P-008395,AR,BRL,2025-02-14,paid_social
P-008396,FR,EUR,2024-10-10,creator_program
P-008397,BR,BRL,2025-03-05,storefront_feature
P-008398,FR,EUR,2025-05-03,paid_social
P-008399,CA,USD,2025-05-01,creator_program
P-008400,AR,BRL,2025-07-12,storefront_feature
P-008401,US,USD,2025-09-18,email
P-008402,JP,JPY,2025-12-13,creator_program
P-008403,CA,USD,2026-07-22,email
P-008404,US,USD,2026-04-01,organic
P-008405,JP,JPY,2026-06-15,storefront_feature
P-008406,JP,JPY,2026-02-27,paid_social
P-008407,AR,BRL,2025-01-12,organic
P-008408,US,USD,2024-08-16,email
P-008409,ES,EUR,2024-11-21,organic
P-008410,JP,JPY,2025-11-13,paid_social
P-008411,CA,USD,2025-01-20,creator_program
P-008412,AR,BRL,2025-05-17,storefront_feature
P-008413,JP,JPY,2025-11-26,paid_social
P-008414,DE,EUR,2024-07-28,email
P-008415,GB,GBP,2024-11-17,organic
P-008416,FR,EUR,2025-04-27,organic
P-008417,US,USD,2025-02-11,organic
P-008418,AR,BRL,2026-01-12,storefront_feature
P-008419,ES,EUR,2025-09-27,organic
P-008420,US,USD,2025-12-23,paid_social
P-008421,CA,USD,2025-06-11,paid_social
P-008422,BR,BRL,2026-07-30,storefront_feature
P-008423,US,USD,2024-08-29,paid_social
P-008424,FR,EUR,2024-08-19,creator_program
P-008425,US,USD,2024-11-01,paid_social
P-008426,AR,BRL,2026-02-19,creator_program
P-008427,US,USD,2025-11-23,paid_social
P-008428,AR,BRL,2025-02-18,paid_social
P-008429,DE,EUR,2026-05-02,email
P-008430,JP,JPY,2025-11-05,storefront_feature
P-008431,FR,EUR,2025-08-25,creator_program
P-008432,CA,USD,2024-11-25,paid_social
P-008433,US,USD,2024-09-15,organic
P-008434,AR,BRL,2024-06-11,organic
P-008435,US,USD,2026-05-06,email
P-008436,CA,USD,2026-04-30,creator_program
P-008437,CA,USD,2025-08-06,paid_social
P-008438,GB,GBP,2025-10-13,paid_social
P-008439,US,USD,2024-10-04,organic
P-008440,BR,BRL,2025-04-03,storefront_feature
P-008441,GB,GBP,2026-09-01,email
P-008442,ES,EUR,2025-07-17,storefront_feature
P-008443,US,USD,2024-08-01,paid_social
P-008444,GB,GBP,2024-07-28,organic
P-008445,BR,BRL,2025-10-07,storefront_feature
P-008446,CA,USD,2025-04-09,paid_social
P-008447,FR,EUR,2024-11-08,email
P-008448,CA,USD,2024-12-15,storefront_feature
P-008449,US,USD,2024-10-03,paid_social
P-008450,US,USD,2026-08-31,paid_social
P-008451,CA,USD,2026-05-24,creator_program
P-008452,JP,JPY,2024-11-02,organic
P-008453,BR,BRL,2024-09-13,creator_program
P-008454,CA,USD,2024-08-07,storefront_feature
P-008455,US,USD,2026-03-03,storefront_feature
P-008456,CA,USD,2026-04-21,creator_program
P-008457,FR,EUR,2026-09-04,storefront_feature
P-008458,US,USD,2024-09-01,organic
P-008459,CA,USD,2024-08-17,creator_program
P-008460,US,USD,2025-12-05,creator_program
P-008461,CA,USD,2025-10-30,email
P-008462,CA,USD,2026-07-15,email
P-008463,US,USD,2025-01-02,email
P-008464,JP,JPY,2025-02-25,email
P-008465,US,USD,2024-09-29,creator_program
P-008466,US,USD,2024-07-31,paid_social
P-008467,US,USD,2024-09-06,paid_social
P-008468,GB,GBP,2026-05-02,organic
P-008469,US,USD,2024-06-04,organic
P-008470,US,USD,2024-07-12,creator_program
P-008471,DE,EUR,2026-09-04,organic
P-008472,US,USD,2025-09-13,storefront_feature
P-008473,ES,EUR,2026-09-16,email
P-008474,GB,GBP,2024-09-05,creator_program
P-008475,CA,USD,2024-12-31,creator_program
P-008476,AR,BRL,2024-12-27,email
P-008477,AR,BRL,2025-01-25,storefront_feature
P-008478,CA,USD,2026-04-27,storefront_feature
P-008479,FR,EUR,2025-04-25,paid_social
P-008480,FR,EUR,2026-03-13,storefront_feature
P-008481,CA,USD,2025-10-27,email
P-008482,GB,GBP,2024-06-21,paid_social
P-008483,FR,EUR,2025-01-28,email
P-008484,ES,EUR,2026-03-15,creator_program
P-008485,BR,BRL,2026-07-03,organic
P-008486,CA,USD,2024-11-01,creator_program
P-008487,JP,JPY,2026-06-09,storefront_feature
P-008488,CA,USD,2025-10-28,organic
P-008489,FR,EUR,2025-08-18,storefront_feature
P-008490,DE,EUR,2026-02-13,organic
P-008491,ES,EUR,2026-06-16,organic
P-008492,BR,BRL,2026-03-02,creator_program
P-008493,BR,BRL,2025-10-15,email
P-008494,FR,EUR,2025-04-25,organic
P-008495,US,USD,2024-11-25,email
P-008496,JP,JPY,2025-04-13,creator_program
P-008497,CA,USD,2025-01-15,paid_social
P-008498,CA,USD,2026-03-27,paid_social
P-008499,US,USD,2024-11-08,storefront_feature
P-008500,JP,JPY,2026-05-04,organic
P-008501,GB,GBP,2025-04-22,storefront_feature
P-008502,BR,BRL,2025-08-06,email
P-008503,US,USD,2026-02-01,paid_social
P-008504,US,USD,2026-08-29,storefront_feature
P-008505,CA,USD,2025-08-01,storefront_feature
P-008506,FR,EUR,2026-08-31,creator_program
P-008507,CA,USD,2024-08-14,organic
P-008508,US,USD,2025-07-19,email
P-008509,DE,EUR,2025-06-22,paid_social
P-008510,JP,JPY,2025-09-12,paid_social
P-008511,JP,JPY,2026-05-30,email
P-008512,CA,USD,2025-12-22,storefront_feature
P-008513,ES,EUR,2026-09-17,storefront_feature
P-008514,BR,BRL,2025-09-28,storefront_feature
P-008515,FR,EUR,2024-11-29,storefront_feature
P-008516,BR,BRL,2026-04-15,organic
P-008517,BR,BRL,2025-01-09,paid_social
P-008518,ES,EUR,2024-11-26,storefront_feature
P-008519,CA,USD,2026-07-17,creator_program
P-008520,GB,GBP,2026-08-28,email
P-008521,AR,BRL,2025-05-31,paid_social
P-008522,FR,EUR,2025-10-01,organic
P-008523,AR,BRL,2025-09-11,paid_social
P-008524,US,USD,2025-05-27,storefront_feature
P-008525,AR,BRL,2026-02-26,email
P-008526,DE,EUR,2026-04-05,organic
P-008527,JP,JPY,2024-12-04,organic
P-008528,GB,GBP,2025-11-07,email
P-008529,FR,EUR,2026-08-26,organic
P-008530,US,USD,2026-04-08,storefront_feature
P-008531,US,USD,2024-11-07,creator_program
P-008532,US,USD,2025-08-31,paid_social
P-008533,CA,USD,2025-01-31,creator_program
P-008534,CA,USD,2024-12-19,email
P-008535,US,USD,2024-11-10,paid_social
P-008536,US,USD,2025-01-16,paid_social
P-008537,CA,USD,2025-05-17,creator_program
P-008538,US,USD,2026-07-06,creator_program
P-008539,FR,EUR,2025-10-07,organic
P-008540,GB,GBP,2025-01-29,email
P-008541,BR,BRL,2024-09-14,organic
P-008542,FR,EUR,2025-04-22,creator_program
P-008543,GB,GBP,2025-09-07,creator_program
P-008544,DE,EUR,2024-12-11,organic
P-008545,DE,EUR,2026-05-29,paid_social
P-008546,CA,USD,2025-05-08,storefront_feature
P-008547,JP,JPY,2026-03-11,creator_program
P-008548,ES,EUR,2026-08-13,storefront_feature
P-008549,JP,JPY,2026-08-30,creator_program
P-008550,ES,EUR,2025-11-18,email
P-008551,AR,BRL,2024-06-23,paid_social
P-008552,US,USD,2025-09-07,storefront_feature
P-008553,ES,EUR,2025-08-14,creator_program
P-008554,AR,BRL,2025-01-27,email
P-008555,BR,BRL,2025-09-16,storefront_feature
P-008556,AR,BRL,2025-03-24,creator_program
P-008557,GB,GBP,2026-03-19,creator_program
P-008558,US,USD,2025-11-18,creator_program
P-008559,AR,BRL,2024-07-19,storefront_feature
P-008560,FR,EUR,2025-05-16,storefront_feature
P-008561,JP,JPY,2026-01-16,paid_social
P-008562,JP,JPY,2025-11-11,creator_program
P-008563,BR,BRL,2024-08-05,organic
P-008564,JP,JPY,2025-08-25,storefront_feature
P-008565,US,USD,2026-05-18,email
P-008566,BR,BRL,2026-04-01,email
P-008567,ES,EUR,2026-01-18,organic
P-008568,DE,EUR,2026-09-13,storefront_feature
