order_id,order_date,settlement_date,player_id,title_id,platform_code,order_status,gross_usd,platform_fee_usd,net_usd
ORD-0029684,2025-08-31,2025-09-30,P-026658,T-04,STEAM,completed,5.0617,1.5185,3.5432
ORD-0029685,2025-08-31,2025-10-15,P-024231,T-03,XBOX,completed,10.0104,3.0031,7.0073
ORD-0029686,2025-08-31,2025-09-30,P-041500,T-01,EPIC,completed,51.0136,6.1216,44.892
ORD-0029687,2025-08-31,2025-10-30,P-015633,T-03,NSW,completed,14.6945,4.4083,10.2861
ORD-0029688,2025-08-31,2025-10-15,P-013884,T-01,XBOX,completed,22.9505,6.8852,16.0654
ORD-0029689,2025-08-31,2025-10-15,P-023691,T-01,XBOX,completed,56.1058,16.8317,39.2741
ORD-0029690,2025-08-31,2025-09-30,P-016856,T-04,STEAM,completed,9.758,2.9274,6.8306
ORD-0029691,2025-08-31,2025-09-30,P-010467,T-04,STEAM,completed,58.6322,17.5897,41.0425
ORD-0029692,2025-08-31,2025-09-30,P-028606,T-04,STEAM,completed,34.1951,10.2585,23.9366
ORD-0029693,2025-08-31,2025-10-15,P-020817,T-01,XBOX,completed,19.863,5.9589,13.9041
ORD-0029694,2025-08-31,2025-09-30,P-030679,T-01,EPIC,completed,10.1844,1.2221,8.9623
ORD-0029695,2025-08-31,2025-09-30,P-036660,T-03,STEAM,completed,10.0104,3.0031,7.0073
ORD-0029696,2025-08-31,2025-10-15,P-006961,T-04,XBOX,completed,68.8949,20.6685,48.2265
ORD-0029697,2025-08-31,2025-09-30,P-002744,T-03,EPIC,completed,30.228,3.6274,26.6007
ORD-0029699,2025-08-31,2025-10-15,P-018583,T-01,XBOX,completed,5.0922,1.5277,3.5645
ORD-0029700,2025-08-31,2025-10-15,P-035248,T-03,XBOX,completed,10.0726,3.0218,7.0508
ORD-0029701,2025-08-31,2025-09-30,P-040083,T-01,STEAM,completed,4.9631,1.4889,3.4742
ORD-0029702,2025-08-31,2025-10-30,P-025474,T-01,NSW,completed,17.6943,5.3083,12.386
ORD-0029703,2025-08-31,2025-10-30,P-026236,T-03,NSW,completed,15.2679,4.5804,10.6875
ORD-0029704,2025-08-31,2025-10-30,P-030732,T-01,NSW,completed,9.9368,2.981,6.9557
ORD-0029705,2025-08-31,2025-10-15,P-020422,T-01,PSN,completed,17.413,5.2239,12.1891
ORD-0029706,2025-08-31,2025-09-30,P-008133,T-01,STEAM,completed,107.1194,32.1358,74.9836
ORD-0029707,2025-08-31,2025-09-30,P-038681,T-01,STEAM,completed,10.1946,3.0584,7.1362
ORD-0029708,2025-08-31,2025-09-30,P-016266,T-03,STEAM,completed,15.114,4.5342,10.5798
ORD-0029709,2025-08-31,2025-10-15,P-019093,T-01,PSN,completed,9.732,2.9196,6.8124
ORD-0029710,2025-08-31,2025-09-30,P-024992,T-01,STEAM,completed,5.0409,1.5123,3.5286
ORD-0029711,2025-08-31,2025-10-15,P-043373,T-03,XBOX,completed,24.8462,7.4539,17.3923
ORD-0029712,2025-08-31,2025-10-15,P-018961,T-04,XBOX,completed,30.4313,9.1294,21.3019
ORD-0029713,2025-08-31,2025-10-15,P-008235,T-03,PSN,completed,24.8334,7.45,17.3834
ORD-0029714,2025-08-31,2025-10-15,P-040682,T-01,XBOX,completed,107.1194,32.1358,74.9836
ORD-0029715,2025-08-31,2025-09-30,P-033987,T-01,STEAM,completed,5.0922,1.5277,3.5645
ORD-0029716,2025-08-31,2025-09-30,P-012547,T-04,STEAM,completed,39.0741,11.7222,27.3519
ORD-0029717,2025-08-31,2025-09-30,P-034448,T-04,STEAM,completed,29.0037,8.7011,20.3026
ORD-0029718,2025-08-31,2025-10-15,P-012894,T-01,PSN,completed,61.2082,18.3625,42.8457
ORD-0029719,2025-08-31,2025-10-15,P-028675,T-01,XBOX,completed,51.0136,15.3041,35.7095
ORD-0029720,2025-08-31,2025-09-30,P-027049,T-03,STEAM,completed,10.0104,3.0031,7.0073
ORD-0029721,2025-08-31,2025-10-15,P-017244,T-01,PSN,completed,73.9642,22.1892,51.7749
ORD-0029722,2025-08-31,2025-10-15,P-025374,T-01,XBOX,completed,17.413,5.2239,12.1891
ORD-0029723,2025-08-31,2025-09-30,P-006691,T-01,STEAM,completed,56.1058,16.8317,39.2741
ORD-0029724,2025-08-31,2025-10-30,P-040081,T-01,NSW,completed,51.0136,15.3041,35.7095
ORD-0029725,2025-08-31,2025-09-30,P-040491,T-04,STEAM,completed,44.4578,13.3374,31.1205
ORD-0029726,2025-08-31,2025-10-15,P-005175,T-01,PSN,completed,17.6943,5.3083,12.386
ORD-0029727,2025-08-31,2025-10-15,P-007250,T-01,XBOX,completed,27.3498,8.2049,19.1448
ORD-0029728,2025-08-31,2025-09-30,P-009141,T-01,STEAM,completed,14.461,4.3383,10.1227
ORD-0029729,2025-08-31,2025-09-30,P-007649,T-01,STEAM,completed,67.1494,20.1448,47.0046
ORD-0029730,2025-08-31,2025-10-15,P-034083,T-01,XBOX,completed,9.9263,2.9779,6.9484
ORD-0029731,2025-08-31,2025-09-30,P-034607,T-03,STEAM,completed,9.7833,2.935,6.8483
ORD-0029732,2025-08-31,2025-10-30,P-012046,T-01,NSW,completed,28.0428,8.4128,19.6299
ORD-0029733,2025-08-31,2025-09-30,P-027770,T-04,STEAM,completed,14.9817,4.4945,10.4872
ORD-0029734,2025-08-31,2025-10-15,P-038033,T-03,PSN,completed,10.0625,3.0187,7.0437
ORD-0029735,2025-08-31,2025-09-30,P-043542,T-01,STEAM,refunded,102.0272,30.6082,71.4191
ORD-0029736,2025-08-31,2025-10-15,P-042890,T-04,PSN,completed,29.3161,8.7948,20.5213
ORD-0029737,2025-08-31,2025-10-15,P-030232,T-01,PSN,completed,10.0818,3.0245,7.0572
ORD-0029738,2025-08-31,2025-10-15,P-032532,T-03,XBOX,completed,15.0053,4.5016,10.5037
ORD-0029739,2025-08-31,2025-10-15,P-001068,T-03,PSN,completed,15.114,4.5342,10.5798
ORD-0029740,2025-08-31,2025-09-30,P-017035,T-03,STEAM,completed,10.0726,3.0218,7.0508
ORD-0029741,2025-08-31,2025-10-15,P-002214,T-03,PSN,completed,45.3421,13.6026,31.7394
ORD-0029742,2025-08-31,2025-10-15,P-006474,T-01,XBOX,completed,4.9631,1.4889,3.4742
ORD-0029743,2025-08-31,2025-10-15,P-043119,T-01,XBOX,completed,51.0136,15.3041,35.7095
ORD-0029744,2025-08-31,2025-10-15,P-021530,T-01,XBOX,completed,56.1058,16.8317,39.2741
ORD-0029745,2025-08-31,2025-09-30,P-014695,T-03,STEAM,completed,5.2576,1.5773,3.6803
ORD-0029746,2025-08-31,2025-09-30,P-042512,T-01,STEAM,completed,10.1946,3.0584,7.1362
ORD-0029747,2025-08-31,2025-09-30,P-026159,T-03,EPIC,completed,15.114,1.8137,13.3003
ORD-0029748,2025-08-31,2025-10-30,P-034027,T-01,NSW,completed,17.413,5.2239,12.1891
ORD-0029749,2025-08-31,2025-10-30,P-011497,T-01,NSW,completed,9.9368,2.981,6.9557
ORD-0029750,2025-08-31,2025-09-30,P-034135,T-01,STEAM,completed,10.1844,3.0553,7.1291
ORD-0029752,2025-08-31,2025-09-30,P-010786,T-01,STEAM,completed,61.2082,18.3625,42.8457
ORD-0029753,2025-08-31,2025-10-15,P-001503,T-04,PSN,refunded,5.0617,1.5185,3.5432
ORD-0029754,2025-08-31,2025-10-15,P-036220,T-03,PSN,completed,14.6945,4.4083,10.2861
ORD-0029755,2025-08-31,2025-09-30,P-035795,T-01,STEAM,refunded,53.0739,15.9222,37.1517
ORD-0029756,2025-08-31,2025-09-30,P-015159,T-03,STEAM,completed,15.2679,4.5804,10.6875
ORD-0029757,2025-08-31,2025-10-15,P-027768,T-03,XBOX,completed,10.5151,3.1545,7.3606
ORD-0029758,2025-08-31,2025-09-30,P-007133,T-01,STEAM,completed,86.7303,26.0191,60.7112
ORD-0029759,2025-08-31,2025-10-15,P-041436,T-01,PSN,completed,51.0136,15.3041,35.7095
ORD-0029760,2025-08-31,2025-09-30,P-019224,T-04,STEAM,completed,10.1336,3.0401,7.0935
ORD-0029761,2025-08-31,2025-10-15,P-022520,T-01,XBOX,completed,16.8942,5.0682,11.8259
ORD-0029762,2025-08-31,2025-09-30,P-030838,T-01,STEAM,completed,109.4096,32.8229,76.5867
ORD-0029763,2025-08-31,2025-10-30,P-009563,T-03,NSW,completed,25.1866,7.556,17.6306
ORD-0029764,2025-08-31,2025-10-15,P-029437,T-04,PSN,completed,60.8626,18.2588,42.6038
ORD-0029765,2025-08-31,2025-09-30,P-028489,T-01,STEAM,completed,10.1946,3.0584,7.1362
ORD-0029766,2025-08-31,2025-10-15,P-022835,T-01,PSN,completed,78.3256,23.4977,54.8279
ORD-0029767,2025-08-31,2025-10-15,P-044865,T-03,PSN,completed,10.0625,3.0187,7.0437
ORD-0029768,2025-08-31,2025-09-30,P-027787,T-03,EPIC,completed,30.0522,3.6063,26.4459
ORD-0029769,2025-08-31,2025-10-15,P-004646,T-03,XBOX,completed,15.161,4.5483,10.6127
ORD-0029770,2025-08-31,2025-09-30,P-031440,T-01,STEAM,completed,48.6993,14.6098,34.0895
ORD-0029771,2025-08-31,2025-10-30,P-036691,T-04,NSW,completed,28.93,8.679,20.251
ORD-0029772,2025-08-31,2025-10-15,P-012033,T-03,XBOX,completed,15.0053,4.5016,10.5037
ORD-0029773,2025-08-31,2025-09-30,P-011457,T-03,STEAM,completed,15.114,4.5342,10.5798
ORD-0029774,2025-08-31,2025-09-30,P-038494,T-01,STEAM,completed,15.2766,4.583,10.6936
ORD-0029775,2025-08-31,2025-09-30,P-040857,T-03,STEAM,completed,10.0726,3.0218,7.0508
ORD-0029776,2025-08-31,2025-09-30,P-012774,T-03,STEAM,completed,4.9641,1.4892,3.4749
ORD-0029777,2025-08-31,2025-09-30,P-027628,T-04,STEAM,completed,9.6618,2.8986,6.7633
ORD-0029778,2025-08-31,2025-10-30,P-020915,T-01,NSW,completed,9.6346,2.8904,6.7442
ORD-0029779,2025-08-31,2025-09-30,P-041766,T-01,STEAM,completed,28.0529,8.4159,19.637
ORD-0029780,2025-08-31,2025-10-15,P-032674,T-01,PSN,completed,9.6346,2.8904,6.7442
ORD-0029781,2025-08-31,2025-10-15,P-034079,T-01,XBOX,completed,9.9368,2.981,6.9557
ORD-0029782,2025-08-31,2025-09-30,P-034681,T-01,STEAM,completed,10.1844,3.0553,7.1291
ORD-0029783,2025-08-31,2025-09-30,P-018963,T-03,EPIC,refunded,20.0208,2.4025,17.6183
ORD-0029784,2025-08-31,2025-10-15,P-003043,T-01,PSN,completed,97.3985,29.2196,68.179
ORD-0029785,2025-08-31,2025-10-15,P-038146,T-01,PSN,refunded,9.6437,2.8931,6.7506
ORD-0029786,2025-08-31,2025-09-30,P-041345,T-01,STEAM,completed,17.413,5.2239,12.1891
ORD-0029787,2025-08-31,2025-09-30,P-042269,T-01,STEAM,completed,48.2566,14.477,33.7796
ORD-0029788,2025-08-31,2025-10-15,P-017260,T-04,PSN,completed,10.1336,3.0401,7.0935
ORD-0029789,2025-08-31,2025-10-15,P-034907,T-01,XBOX,completed,4.8173,1.4452,3.3721
ORD-0029790,2025-09-01,2025-10-16,P-012107,T-01,XBOX,completed,17.334,5.2002,12.1338
ORD-0029791,2025-09-01,2025-10-01,P-017159,T-01,STEAM,completed,21.7183,6.5155,15.2028
ORD-0029792,2025-09-01,2025-10-01,P-022855,T-04,STEAM,completed,10.6331,3.1899,7.4432
ORD-0029793,2025-09-01,2025-10-16,P-015706,T-03,PSN,completed,19.9299,5.979,13.9509
ORD-0029794,2025-09-01,2025-10-31,P-030489,T-04,NSW,completed,30.3775,9.1132,21.2642
ORD-0029795,2025-09-01,2025-10-01,P-032571,T-03,EPIC,completed,10.5722,1.2687,9.3036
ORD-0029796,2025-09-01,2025-10-01,P-000065,T-01,STEAM,completed,66.2804,19.8841,46.3963
ORD-0029797,2025-09-01,2025-10-16,P-013205,T-01,PSN,completed,50.9233,15.277,35.6463
ORD-0029798,2025-09-01,2025-10-01,P-026800,T-01,STEAM,completed,10.1765,3.053,7.1236
ORD-0029799,2025-09-01,2025-10-01,P-015607,T-01,STEAM,completed,17.334,5.2002,12.1338
ORD-0029800,2025-09-01,2025-10-16,P-023359,T-01,XBOX,completed,14.8323,4.4497,10.3826
ORD-0029801,2025-09-01,2025-10-16,P-014303,T-03,XBOX,completed,15.0873,4.5262,10.5611
ORD-0029802,2025-09-01,2025-10-01,P-031414,T-03,STEAM,completed,5.2861,1.5858,3.7003
ORD-0029803,2025-09-01,2025-10-01,P-035932,T-03,STEAM,completed,10.0548,3.0164,7.0384
ORD-0029804,2025-09-01,2025-10-16,P-027375,T-01,PSN,completed,57.9185,17.3755,40.5429
ORD-0029805,2025-09-01,2025-10-01,P-028497,T-03,STEAM,completed,14.9579,4.4874,10.4705
ORD-0029806,2025-09-01,2025-10-16,P-027147,T-01,PSN,completed,9.8917,2.9675,6.9242
ORD-0029807,2025-09-01,2025-10-01,P-030803,T-04,STEAM,completed,40.4931,12.1479,28.3452
ORD-0029808,2025-09-01,2025-10-16,P-026532,T-04,XBOX,completed,29.1831,8.7549,20.4281
ORD-0029809,2025-09-01,2025-10-01,P-012778,T-01,EPIC,completed,71.2764,8.5532,62.7233
ORD-0029810,2025-09-01,2025-10-16,P-018933,T-01,PSN,completed,50.9233,15.277,35.6463
ORD-0029811,2025-09-01,2025-10-16,P-033019,T-01,PSN,completed,68.75,20.625,48.125
ORD-0029812,2025-09-01,2025-10-16,P-021576,T-04,PSN,completed,9.7242,2.9173,6.8069
ORD-0029813,2025-09-01,2025-10-16,P-024606,T-01,XBOX,refunded,60.4711,18.1413,42.3298
ORD-0029814,2025-09-01,2025-10-01,P-028375,T-03,STEAM,completed,15.1986,4.5596,10.639
ORD-0029815,2025-09-01,2025-10-16,P-008467,T-04,PSN,completed,30.3775,9.1132,21.2642
ORD-0029816,2025-09-01,2025-10-01,P-028728,T-03,STEAM,completed,15.0873,4.5262,10.5611
ORD-0029817,2025-09-01,2025-10-01,P-018016,T-01,EPIC,completed,48.2717,5.7926,42.4791
ORD-0029818,2025-09-01,2025-10-01,P-039080,T-04,STEAM,completed,30.3775,9.1132,21.2642
ORD-0029819,2025-09-01,2025-10-01,P-004457,T-01,STEAM,completed,5.0254,1.5076,3.5178
ORD-0029820,2025-09-01,2025-10-01,P-038176,T-01,STEAM,completed,5.0832,1.525,3.5582
ORD-0029821,2025-09-01,2025-10-01,P-003165,T-01,STEAM,completed,66.1831,19.8549,46.3282
ORD-0029822,2025-09-01,2025-10-16,P-001797,T-01,PSN,completed,101.8467,30.554,71.2927
ORD-0029823,2025-09-01,2025-10-31,P-024208,T-03,NSW,completed,5.0223,1.5067,3.5156
ORD-0029824,2025-09-01,2025-10-16,P-005906,T-01,XBOX,completed,10.1765,3.053,7.1236
ORD-0029825,2025-09-01,2025-10-01,P-022105,T-03,EPIC,completed,10.0548,1.2066,8.8482
ORD-0029826,2025-09-01,2025-10-01,P-022171,T-03,EPIC,completed,14.8136,1.7776,13.036
ORD-0029827,2025-09-01,2025-10-31,P-038604,T-04,NSW,completed,30.3775,9.1132,21.2642
ORD-0029828,2025-09-01,2025-10-16,P-014701,T-01,XBOX,completed,50.9233,15.277,35.6463
ORD-0029829,2025-09-01,2025-10-16,P-026244,T-01,XBOX,completed,9.8917,2.9675,6.9242
ORD-0029830,2025-09-01,2025-10-01,P-027170,T-04,STEAM,completed,40.483,12.1449,28.3381
ORD-0029831,2025-09-01,2025-10-01,P-033910,T-04,STEAM,completed,24.7972,7.4392,17.3581
ORD-0029832,2025-09-01,2025-10-16,P-029447,T-01,PSN,completed,50.9233,15.277,35.6463
ORD-0029833,2025-09-01,2025-10-16,P-018899,T-01,XBOX,completed,10.1765,3.053,7.1236
ORD-0029834,2025-09-01,2025-10-16,P-037326,T-03,PSN,completed,20.0067,6.002,14.0047
ORD-0029835,2025-09-01,2025-10-01,P-011234,T-03,EPIC,completed,20.0018,2.4002,17.6016
ORD-0029836,2025-09-01,2025-10-01,P-002949,T-01,STEAM,completed,112.0232,33.607,78.4162
ORD-0029837,2025-09-01,2025-10-16,P-039133,T-03,PSN,completed,14.9579,4.4874,10.4705
ORD-0029838,2025-09-01,2025-10-16,P-044903,T-01,XBOX,completed,10.1765,3.053,7.1236
ORD-0029839,2025-09-01,2025-10-01,P-018070,T-01,STEAM,completed,20.3531,6.1059,14.2472
ORD-0029840,2025-09-01,2025-10-01,P-039155,T-04,EPIC,completed,10.6331,1.276,9.3571
ORD-0029841,2025-09-01,2025-10-01,P-028336,T-03,STEAM,completed,20.0893,6.0268,14.0625
ORD-0029842,2025-09-01,2025-10-01,P-004277,T-03,STEAM,completed,10.0548,3.0164,7.0384
ORD-0029843,2025-09-01,2025-10-01,P-011006,T-04,STEAM,completed,30.3775,9.1132,21.2642
ORD-0029844,2025-09-01,2025-10-16,P-003721,T-03,PSN,completed,15.0873,4.5262,10.5611
ORD-0029845,2025-09-01,2025-10-01,P-013380,T-04,EPIC,completed,20.7488,2.4899,18.2589
ORD-0029846,2025-09-01,2025-10-31,P-038865,T-04,NSW,completed,40.4931,12.1479,28.3452
ORD-0029847,2025-09-01,2025-10-16,P-002361,T-01,PSN,completed,55.4202,16.6261,38.7941
ORD-0029848,2025-09-01,2025-10-16,P-022346,T-01,XBOX,completed,68.7159,20.6148,48.1011
ORD-0029849,2025-09-01,2025-10-01,P-037648,T-01,EPIC,completed,98.1881,11.7826,86.4056
ORD-0029850,2025-09-01,2025-10-01,P-021398,T-04,STEAM,completed,4.9489,1.4847,3.4642
ORD-0029851,2025-09-01,2025-10-16,P-034142,T-01,PSN,completed,49.5107,14.8532,34.6575
ORD-0029852,2025-09-01,2025-10-01,P-000651,T-03,STEAM,completed,5.1882,1.5565,3.6317
ORD-0029853,2025-09-01,2025-10-16,P-044564,T-04,XBOX,completed,29.4792,8.8438,20.6355
ORD-0029854,2025-09-01,2025-10-16,P-037898,T-01,PSN,completed,50.9233,15.277,35.6463
ORD-0029855,2025-09-01,2025-10-01,P-019892,T-01,STEAM,completed,17.8267,5.348,12.4787
ORD-0029856,2025-09-01,2025-10-16,P-026196,T-01,XBOX,completed,10.1765,3.053,7.1236
ORD-0029857,2025-09-01,2025-10-01,P-001328,T-01,STEAM,completed,78.1112,23.4334,54.6778
ORD-0029858,2025-09-01,2025-10-01,P-012875,T-01,STEAM,completed,22.9099,6.873,16.0369
ORD-0029859,2025-09-01,2025-10-01,P-020774,T-01,STEAM,completed,49.5107,14.8532,34.6575
ORD-0029860,2025-09-01,2025-10-16,P-035322,T-01,PSN,completed,99.0214,29.7064,69.315
ORD-0029861,2025-09-01,2025-10-01,P-040880,T-01,EPIC,refunded,5.0832,0.61,4.4732
ORD-0029862,2025-09-01,2025-10-01,P-033545,T-03,STEAM,completed,5.0223,1.5067,3.5156
ORD-0029863,2025-09-01,2025-10-16,P-004176,T-03,XBOX,completed,14.9579,4.4874,10.4705
ORD-0029864,2025-09-01,2025-10-01,P-037875,T-03,STEAM,completed,14.9579,4.4874,10.4705
ORD-0029865,2025-09-01,2025-10-01,P-031397,T-03,STEAM,completed,5.2562,1.5769,3.6794
ORD-0029866,2025-09-01,2025-10-01,P-017840,T-01,STEAM,completed,5.0832,1.525,3.5582
ORD-0029867,2025-09-01,2025-10-16,P-006899,T-01,PSN,completed,17.334,5.2002,12.1338
ORD-0029868,2025-09-01,2025-10-16,P-031304,T-04,XBOX,completed,5.0528,1.5158,3.5369
ORD-0029869,2025-09-01,2025-10-16,P-034450,T-01,PSN,completed,48.2717,14.4815,33.7902
ORD-0029870,2025-09-01,2025-10-01,P-001111,T-01,STEAM,completed,68.75,20.625,48.125
ORD-0029871,2025-09-01,2025-10-16,P-029988,T-04,XBOX,completed,4.8569,1.4571,3.3998
ORD-0029872,2025-09-01,2025-10-16,P-016081,T-01,XBOX,completed,50.3947,15.1184,35.2763
ORD-0029873,2025-09-01,2025-10-01,P-014915,T-04,EPIC,completed,40.1908,4.8229,35.3679
ORD-0029874,2025-09-01,2025-10-16,P-020330,T-01,PSN,completed,17.6401,5.292,12.348
ORD-0029875,2025-09-01,2025-10-01,P-020427,T-03,STEAM,completed,24.9228,7.4768,17.446
ORD-0029876,2025-09-01,2025-10-01,P-004726,T-01,STEAM,completed,50.3947,15.1184,35.2763
ORD-0029877,2025-09-01,2025-10-01,P-001632,T-01,EPIC,completed,4.9406,0.5929,4.3477
ORD-0029878,2025-09-01,2025-10-01,P-038741,T-01,EPIC,completed,10.0764,1.2092,8.8672
ORD-0029879,2025-09-01,2025-10-01,P-002796,T-01,STEAM,completed,50.9233,15.277,35.6463
ORD-0029880,2025-09-02,2025-10-17,P-044408,T-03,XBOX,completed,15.1054,4.5316,10.5738
ORD-0029881,2025-09-02,2025-10-17,P-021483,T-04,XBOX,completed,33.9594,10.1878,23.7716
ORD-0029882,2025-09-02,2025-11-01,P-032466,T-01,NSW,completed,68.8325,20.6498,48.1828
ORD-0029883,2025-09-02,2025-10-02,P-035939,T-01,STEAM,completed,17.8481,5.3544,12.4937
ORD-0029884,2025-09-02,2025-10-02,P-020194,T-01,STEAM,completed,50.9844,15.2953,35.6891
ORD-0029885,2025-09-02,2025-10-17,P-024473,T-01,PSN,completed,4.9386,1.4816,3.457
ORD-0029886,2025-09-02,2025-10-02,P-001424,T-01,STEAM,completed,112.1474,33.6442,78.5032
ORD-0029887,2025-09-02,2025-10-02,P-041335,T-01,STEAM,completed,22.9374,6.8812,16.0562
ORD-0029888,2025-09-02,2025-10-02,P-025688,T-04,STEAM,completed,20.2808,6.0843,14.1966
ORD-0029889,2025-09-02,2025-10-02,P-031904,T-04,EPIC,completed,9.6985,1.1638,8.5347
ORD-0029890,2025-09-02,2025-10-02,P-006836,T-01,STEAM,completed,10.1786,3.0536,7.125
ORD-0029891,2025-09-02,2025-10-02,P-038128,T-04,STEAM,completed,40.5417,12.1625,28.3792
ORD-0029892,2025-09-02,2025-10-02,P-012868,T-03,STEAM,completed,20.6518,6.1955,14.4562
ORD-0029893,2025-09-02,2025-10-17,P-038021,T-01,PSN,completed,119.8169,35.9451,83.8718
ORD-0029894,2025-09-02,2025-10-02,P-004973,T-03,EPIC,completed,20.1337,2.416,17.7177
ORD-0029895,2025-09-02,2025-10-02,P-007958,T-03,EPIC,completed,4.9804,0.5977,4.3828
ORD-0029896,2025-09-02,2025-10-17,P-011053,T-01,XBOX,completed,50.9844,15.2953,35.6891
ORD-0029897,2025-09-02,2025-10-17,P-031332,T-04,XBOX,completed,30.4139,9.1242,21.2897
ORD-0029898,2025-09-02,2025-10-02,P-038181,T-04,STEAM,completed,10.1936,3.0581,7.1355
ORD-0029899,2025-09-02,2025-10-17,P-028578,T-03,XBOX,refunded,5.0283,1.5085,3.5198
ORD-0029900,2025-09-02,2025-10-17,P-044315,T-01,XBOX,completed,50.9844,15.2953,35.6891
ORD-0029901,2025-09-02,2025-10-17,P-022422,T-01,PSN,completed,4.9386,1.4816,3.457
ORD-0029902,2025-09-02,2025-10-02,P-038480,T-04,STEAM,completed,31.4196,9.4259,21.9937
ORD-0029903,2025-09-02,2025-10-02,P-031338,T-01,EPIC,completed,49.4905,5.9389,43.5516
ORD-0029904,2025-09-02,2025-10-17,P-036720,T-04,PSN,completed,10.1936,3.0581,7.1355
ORD-0029905,2025-09-02,2025-10-02,P-009353,T-01,STEAM,completed,56.0737,16.8221,39.2516
ORD-0029906,2025-09-02,2025-10-02,P-007622,T-01,STEAM,completed,9.6295,2.8889,6.7407
ORD-0029907,2025-09-02,2025-10-17,P-003214,T-03,PSN,completed,9.9609,2.9883,6.9726
ORD-0029908,2025-09-02,2025-10-02,P-002624,T-01,STEAM,completed,56.0737,16.8221,39.2516
ORD-0029909,2025-09-02,2025-10-02,P-030121,T-01,STEAM,completed,9.7942,2.9383,6.856
ORD-0029910,2025-09-02,2025-10-02,P-018920,T-01,STEAM,completed,60.4961,18.1488,42.3473
ORD-0029911,2025-09-02,2025-10-17,P-038720,T-04,XBOX,completed,29.115,8.7345,20.3805
ORD-0029912,2025-09-02,2025-10-17,P-013870,T-03,XBOX,completed,5.0283,1.5085,3.5198
ORD-0029913,2025-09-02,2025-10-17,P-028941,T-01,PSN,completed,59.3676,17.8103,41.5573
ORD-0029914,2025-09-02,2025-10-02,P-039201,T-01,STEAM,completed,60.4961,18.1488,42.3473
ORD-0029915,2025-09-02,2025-10-17,P-030009,T-01,PSN,completed,32.7554,9.8266,22.9288
ORD-0029916,2025-09-02,2025-10-02,P-000705,T-01,STEAM,completed,57.8151,17.3445,40.4706
ORD-0029917,2025-09-02,2025-10-02,P-021496,T-03,STEAM,completed,25.1722,7.5517,17.6206
ORD-0029918,2025-09-02,2025-10-17,P-035829,T-01,XBOX,completed,116.3078,34.8923,81.4155
ORD-0029919,2025-09-02,2025-10-02,P-017951,T-04,STEAM,completed,10.6459,3.1938,7.4521
ORD-0029920,2025-09-02,2025-10-02,P-026565,T-03,EPIC,completed,15.1054,1.8126,13.2927
ORD-0029921,2025-09-02,2025-10-02,P-042775,T-01,STEAM,completed,17.8481,5.3544,12.4937
ORD-0029922,2025-09-02,2025-11-01,P-017871,T-01,NSW,completed,56.0737,16.8221,39.2516
ORD-0029923,2025-09-02,2025-10-02,P-034006,T-01,EPIC,completed,66.8174,8.0181,58.7993
ORD-0029924,2025-09-02,2025-10-02,P-005128,T-03,STEAM,completed,4.951,1.4853,3.4657
ORD-0029925,2025-09-02,2025-10-02,P-015197,T-04,STEAM,completed,29.115,8.7345,20.3805
ORD-0029926,2025-09-02,2025-10-17,P-014266,T-01,PSN,completed,68.0629,20.4189,47.644
ORD-0029927,2025-09-02,2025-10-17,P-013575,T-03,XBOX,completed,20.1337,6.0401,14.0936
ORD-0029928,2025-09-02,2025-10-17,P-001643,T-01,XBOX,completed,49.4905,14.8471,34.6433
ORD-0029929,2025-09-02,2025-10-02,P-040427,T-04,STEAM,completed,10.212,3.0636,7.1484
ORD-0029930,2025-09-02,2025-10-17,P-019231,T-01,XBOX,completed,115.1782,34.5535,80.6248
ORD-0029931,2025-09-02,2025-10-17,P-030193,T-04,XBOX,completed,28.961,8.6883,20.2727
ORD-0029932,2025-09-02,2025-10-02,P-028390,T-04,STEAM,completed,21.2918,6.3875,14.9042
ORD-0029933,2025-09-02,2025-10-17,P-008159,T-01,PSN,completed,4.9386,1.4816,3.457
ORD-0029934,2025-09-02,2025-10-17,P-039133,T-01,PSN,completed,49.4905,14.8471,34.6433
ORD-0029935,2025-09-02,2025-10-17,P-035637,T-01,PSN,completed,4.9386,1.4816,3.457
ORD-0029936,2025-09-02,2025-10-02,P-044899,T-04,STEAM,completed,4.8444,1.4533,3.3911
ORD-0029937,2025-09-02,2025-10-02,P-016035,T-03,STEAM,completed,15.1054,4.5316,10.5738
ORD-0029938,2025-09-02,2025-10-02,P-017998,T-04,STEAM,completed,39.3831,11.8149,27.5682
ORD-0029939,2025-09-02,2025-10-02,P-037180,T-01,STEAM,completed,49.0106,14.7032,34.3074
ORD-0029940,2025-09-02,2025-10-02,P-018772,T-04,STEAM,completed,5.0588,1.5176,3.5412
ORD-0029941,2025-09-02,2025-10-17,P-038427,T-01,PSN,completed,10.1888,3.0566,7.1321
ORD-0029942,2025-09-02,2025-10-02,P-002379,T-04,STEAM,completed,10.212,3.0636,7.1484
ORD-0029943,2025-09-02,2025-10-02,P-015901,T-03,STEAM,completed,15.1054,4.5316,10.5738
ORD-0029944,2025-09-02,2025-10-17,P-011944,T-03,XBOX,completed,15.0952,4.5286,10.5666
ORD-0029945,2025-09-02,2025-10-17,P-034772,T-01,XBOX,completed,20.3674,6.1102,14.2571
