refund_id,order_id,refund_date,order_date,title_id,platform_code,player_id,refund_reason,refund_usd,platform_fee_credit_usd,net_refund_usd
RFD-001216,ORD-0015912,2025-05-13,2025-05-10,T-04,PSN,P-016444,partial_goodwill,3.519,1.0557,2.4633
RFD-001217,ORD-0015920,2025-05-27,2025-05-10,T-01,STEAM,P-025999,partial_goodwill,29.8215,8.9464,20.875
RFD-001218,ORD-0015929,2025-05-14,2025-05-11,T-01,STEAM,P-007512,partial_goodwill,26.4448,7.9334,18.5114
RFD-001219,ORD-0015930,2025-06-28,2025-05-11,T-01,PSN,P-040695,accidental_purchase,59.3195,17.7959,41.5237
RFD-001220,ORD-0015946,2025-05-20,2025-05-11,T-01,STEAM,P-007641,platform_policy,10.201,3.0603,7.1407
RFD-001221,ORD-0016004,2025-05-19,2025-05-11,T-03,NSW,P-014835,partial_goodwill,15.2456,4.5737,10.6719
RFD-001222,ORD-0016046,2025-05-28,2025-05-11,T-01,STEAM,P-020214,price_adjustment,11.995,3.5985,8.3965
RFD-001223,ORD-0016049,2025-05-14,2025-05-11,T-04,NSW,P-011074,price_adjustment,8.8788,2.6637,6.2152
RFD-001224,ORD-0016052,2025-05-14,2025-05-11,T-04,EPIC,P-011062,partial_goodwill,7.2856,0.8743,6.4113
RFD-001225,ORD-0016056,2025-05-25,2025-05-11,T-01,EPIC,P-014441,platform_policy,56.1411,6.7369,49.4042
RFD-001226,ORD-0016079,2025-05-15,2025-05-12,T-03,PSN,P-016671,partial_goodwill,4.8797,1.4639,3.4158
RFD-001227,ORD-0016105,2025-06-10,2025-05-12,T-03,STEAM,P-044793,price_adjustment,7.6599,2.298,5.3619
RFD-001228,ORD-0016122,2025-05-29,2025-05-12,T-01,PSN,P-040589,price_adjustment,3.3537,1.0061,2.3476
RFD-001229,ORD-0016124,2025-05-26,2025-05-12,T-01,EPIC,P-004206,accidental_purchase,49.6256,5.9551,43.6705
RFD-001230,ORD-0016126,2025-06-14,2025-05-12,T-04,EPIC,P-000128,platform_policy,9.594,1.1513,8.4427
RFD-001231,ORD-0016133,2025-06-21,2025-05-12,T-03,XBOX,P-005856,partial_goodwill,1.3111,0.3933,0.9177
RFD-001232,ORD-0016140,2025-05-20,2025-05-12,T-03,PSN,P-002835,price_adjustment,2.5128,0.7538,1.7589
RFD-001233,ORD-0016149,2025-05-29,2025-05-12,T-03,PSN,P-044615,partial_goodwill,6.6264,1.9879,4.6385
RFD-001234,ORD-0016163,2025-05-21,2025-05-13,T-01,NSW,P-012007,price_adjustment,16.7801,5.034,11.7461
RFD-001235,ORD-0016171,2025-05-16,2025-05-13,T-03,STEAM,P-018388,price_adjustment,4.9275,1.4783,3.4493
RFD-001236,ORD-0016196,2025-05-16,2025-05-13,T-01,PSN,P-020628,partial_goodwill,2.4766,0.743,1.7337
RFD-001237,ORD-0016214,2025-05-22,2025-05-13,T-01,XBOX,P-002115,platform_policy,50.8571,15.2571,35.6
RFD-001238,ORD-0016216,2025-05-21,2025-05-13,T-01,EPIC,P-000139,price_adjustment,5.715,0.6858,5.0292
RFD-001239,ORD-0016223,2025-05-16,2025-05-13,T-04,STEAM,P-040706,partial_goodwill,23.6472,7.0941,16.553
RFD-001240,ORD-0016251,2025-05-21,2025-05-13,T-01,STEAM,P-005566,price_adjustment,2.4059,0.7218,1.6841
RFD-001241,ORD-0016289,2025-05-17,2025-05-14,T-04,PSN,P-020428,partial_goodwill,23.1311,6.9393,16.1918
RFD-001242,ORD-0016319,2025-06-23,2025-05-14,T-03,STEAM,P-009137,price_adjustment,3.2968,0.989,2.3077
RFD-001243,ORD-0016335,2025-05-18,2025-05-15,T-03,XBOX,P-006176,price_adjustment,3.7024,1.1107,2.5917
RFD-001244,ORD-0016339,2025-06-01,2025-05-15,T-01,EPIC,P-037481,partial_goodwill,16.7209,2.0065,14.7144
RFD-001245,ORD-0016342,2025-05-18,2025-05-15,T-01,STEAM,P-000713,price_adjustment,20.1788,6.0537,14.1252
RFD-001246,ORD-0016344,2025-05-17,2025-05-15,T-04,PSN,P-014850,player_request,10.125,3.0375,7.0875
RFD-001247,ORD-0016356,2025-05-18,2025-05-15,T-01,STEAM,P-006184,price_adjustment,2.4475,0.7343,1.7133
RFD-001248,ORD-0016361,2025-07-02,2025-05-15,T-04,EPIC,P-017391,accidental_purchase,40.513,4.8616,35.6514
RFD-001249,ORD-0016419,2025-05-20,2025-05-15,T-01,STEAM,P-032255,platform_policy,96.6031,28.9809,67.6221
RFD-001250,ORD-0016426,2025-06-24,2025-05-15,T-01,EPIC,P-013583,partial_goodwill,12.0754,1.449,10.6263
RFD-001251,ORD-0016431,2025-06-06,2025-05-16,T-01,STEAM,P-008956,player_request,71.094,21.3282,49.7658
RFD-001252,ORD-0016434,2025-06-25,2025-05-16,T-01,XBOX,P-041401,partial_goodwill,5.8697,1.7609,4.1088
RFD-001253,ORD-0016438,2025-06-25,2025-05-16,T-03,XBOX,P-016633,price_adjustment,1.6717,0.5015,1.1702
RFD-001254,ORD-0016444,2025-05-30,2025-05-16,T-03,EPIC,P-025327,platform_policy,20.2466,2.4296,17.817
RFD-001255,ORD-0016451,2025-05-24,2025-05-16,T-03,XBOX,P-034601,price_adjustment,6.2745,1.8823,4.3921
RFD-001256,ORD-0016474,2025-06-02,2025-05-16,T-04,STEAM,P-016375,price_adjustment,10.0999,3.03,7.0699
RFD-001257,ORD-0016488,2025-05-19,2025-05-16,T-01,EPIC,P-030209,partial_goodwill,13.9658,1.6759,12.2899
RFD-001258,ORD-0016507,2025-05-30,2025-05-16,T-04,PSN,P-007535,platform_policy,10.0898,3.0269,7.0628
RFD-001259,ORD-0016523,2025-07-03,2025-05-16,T-01,XBOX,P-021865,accidental_purchase,68.5741,20.5722,48.0018
RFD-001260,ORD-0016539,2025-07-03,2025-05-16,T-03,STEAM,P-004136,accidental_purchase,25.0777,7.5233,17.5544
RFD-001261,ORD-0016555,2025-07-04,2025-05-17,T-01,NSW,P-033842,player_request,9.8747,2.9624,6.9123
RFD-001262,ORD-0016558,2025-07-04,2025-05-17,T-01,NSW,P-018176,player_request,54.006,16.2018,37.8042
RFD-001263,ORD-0016559,2025-05-25,2025-05-17,T-03,STEAM,P-035486,partial_goodwill,2.5337,0.7601,1.7736
RFD-001264,ORD-0016563,2025-07-04,2025-05-17,T-01,STEAM,P-002873,accidental_purchase,10.1505,3.0452,7.1054
RFD-001265,ORD-0016574,2025-05-31,2025-05-17,T-01,PSN,P-037044,player_request,16.8831,5.0649,11.8182
RFD-001266,ORD-0016595,2025-07-04,2025-05-17,T-01,STEAM,P-039303,platform_policy,16.8831,5.0649,11.8182
RFD-001267,ORD-0016599,2025-05-31,2025-05-17,T-01,PSN,P-015553,player_request,54.006,16.2018,37.8042
RFD-001268,ORD-0016626,2025-05-25,2025-05-17,T-04,XBOX,P-023530,partial_goodwill,2.5199,0.756,1.7639
RFD-001269,ORD-0016637,2025-05-19,2025-05-17,T-04,STEAM,P-032013,player_request,10.0898,3.0269,7.0628
RFD-001270,ORD-0016644,2025-05-26,2025-05-17,T-01,NSW,P-030538,accidental_purchase,55.8632,16.759,39.1042
RFD-001271,ORD-0016676,2025-06-01,2025-05-18,T-01,EPIC,P-021942,platform_policy,58.9165,7.07,51.8466
RFD-001272,ORD-0016683,2025-05-26,2025-05-18,T-01,EPIC,P-028176,price_adjustment,11.5977,1.3917,10.206
RFD-001273,ORD-0016690,2025-05-26,2025-05-18,T-04,EPIC,P-010199,price_adjustment,2.5199,0.3024,2.2175
RFD-001274,ORD-0016697,2025-06-01,2025-05-18,T-04,STEAM,P-036789,platform_policy,10.0898,3.0269,7.0628
RFD-001275,ORD-0016701,2025-06-04,2025-05-18,T-01,STEAM,P-036937,partial_goodwill,16.759,5.0277,11.7313
RFD-001276,ORD-0016721,2025-05-26,2025-05-18,T-03,STEAM,P-033028,partial_goodwill,3.2983,0.9895,2.3088
RFD-001277,ORD-0016722,2025-06-04,2025-05-18,T-04,STEAM,P-002646,price_adjustment,7.58,2.274,5.306
RFD-001278,ORD-0016733,2025-06-04,2025-05-18,T-04,STEAM,P-005802,partial_goodwill,15.2416,4.5725,10.6691
RFD-001279,ORD-0016742,2025-05-20,2025-05-18,T-03,STEAM,P-031292,player_request,14.9098,4.4729,10.4369
RFD-001280,ORD-0016776,2025-05-22,2025-05-19,T-03,STEAM,P-031099,price_adjustment,3.2997,0.9899,2.3098
RFD-001281,ORD-0016785,2025-06-17,2025-05-19,T-01,STEAM,P-028183,partial_goodwill,37.571,11.2713,26.2997
RFD-001282,ORD-0016815,2025-06-29,2025-05-20,T-04,STEAM,P-029877,partial_goodwill,7.6151,2.2845,5.3305
RFD-001283,ORD-0016828,2025-07-30,2025-05-20,T-01,XBOX,P-001252,player_request,54.4628,16.3388,38.1239
RFD-001284,ORD-0016834,2025-06-29,2025-05-20,T-01,STEAM,P-011107,price_adjustment,25.4797,7.6439,17.8358
RFD-001285,ORD-0016850,2025-05-28,2025-05-20,T-01,STEAM,P-037972,price_adjustment,12.7595,3.8279,8.9317
RFD-001286,ORD-0016854,2025-05-23,2025-05-20,T-01,NSW,P-026179,price_adjustment,2.5519,0.7656,1.7863
RFD-001287,ORD-0016868,2025-06-06,2025-05-20,T-01,STEAM,P-020669,partial_goodwill,1.2709,0.3813,0.8896
RFD-001288,ORD-0016886,2025-06-30,2025-05-21,T-01,STEAM,P-003352,price_adjustment,12.7349,3.8205,8.9144
RFD-001289,ORD-0016888,2025-06-07,2025-05-21,T-03,XBOX,P-001802,partial_goodwill,2.5165,0.755,1.7616
RFD-001290,ORD-0016912,2025-05-30,2025-05-21,T-01,PSN,P-018451,accidental_purchase,17.8289,5.3487,12.4802
RFD-001291,ORD-0016922,2025-05-29,2025-05-21,T-01,EPIC,P-010694,partial_goodwill,10.1778,1.2213,8.9564
RFD-001292,ORD-0016926,2025-05-24,2025-05-21,T-03,STEAM,P-018908,partial_goodwill,5.094,1.5282,3.5658
RFD-001293,ORD-0016993,2025-05-30,2025-05-22,T-04,STEAM,P-042948,price_adjustment,10.0779,3.0234,7.0545
RFD-001294,ORD-0017022,2025-05-30,2025-05-22,T-01,EPIC,P-018393,price_adjustment,12.771,1.5325,11.2385
RFD-001295,ORD-0017026,2025-06-20,2025-05-22,T-01,PSN,P-016162,price_adjustment,5.9682,1.7905,4.1777
RFD-001296,ORD-0017036,2025-05-30,2025-05-22,T-01,XBOX,P-005621,price_adjustment,17.0669,5.1201,11.9468
RFD-001297,ORD-0017041,2025-05-30,2025-05-22,T-01,STEAM,P-016796,partial_goodwill,13.7033,4.111,9.5923
RFD-001298,ORD-0017043,2025-06-20,2025-05-22,T-03,STEAM,P-012827,price_adjustment,8.2666,2.48,5.7866
RFD-001299,ORD-0017045,2025-05-30,2025-05-22,T-03,EPIC,P-029881,partial_goodwill,1.7669,0.212,1.5549
RFD-001300,ORD-0017057,2025-05-30,2025-05-22,T-01,NSW,P-019692,partial_goodwill,14.5502,4.3651,10.1851
RFD-001301,ORD-0017072,2025-06-06,2025-05-23,T-01,XBOX,P-040549,player_request,10.2387,3.0716,7.1671
RFD-001302,ORD-0017162,2025-06-01,2025-05-23,T-01,XBOX,P-015504,platform_policy,49.4116,14.8235,34.5881
RFD-001303,ORD-0017183,2025-08-02,2025-05-23,T-01,XBOX,P-028935,platform_policy,10.2387,3.0716,7.1671
RFD-001304,ORD-0017205,2025-05-27,2025-05-24,T-01,STEAM,P-022865,partial_goodwill,3.3789,1.0137,2.3652
RFD-001305,ORD-0017212,2025-05-27,2025-05-24,T-03,STEAM,P-035281,partial_goodwill,2.5316,0.7595,1.7721
RFD-001306,ORD-0017215,2025-07-03,2025-05-24,T-04,EPIC,P-003926,price_adjustment,17.1652,2.0598,15.1054
RFD-001307,ORD-0017233,2025-06-22,2025-05-24,T-04,PSN,P-024895,price_adjustment,3.8207,1.1462,2.6745
RFD-001308,ORD-0017268,2025-07-03,2025-05-24,T-03,PSN,P-029472,price_adjustment,1.7691,0.5307,1.2384
RFD-001309,ORD-0017272,2025-07-03,2025-05-24,T-03,STEAM,P-009159,partial_goodwill,3.2802,0.9841,2.2961
RFD-001310,ORD-0017291,2025-06-07,2025-05-24,T-03,STEAM,P-026378,accidental_purchase,20.0319,6.0096,14.0224
RFD-001311,ORD-0017310,2025-07-03,2025-05-24,T-04,STEAM,P-009927,partial_goodwill,5.0938,1.5281,3.5657
RFD-001312,ORD-0017321,2025-06-03,2025-05-25,T-04,XBOX,P-008595,player_request,10.1957,3.0587,7.137
RFD-001313,ORD-0017356,2025-06-02,2025-05-25,T-03,STEAM,P-015356,partial_goodwill,1.6639,0.4992,1.1647
RFD-001314,ORD-0017357,2025-08-04,2025-05-25,T-01,XBOX,P-036676,platform_policy,49.4116,14.8235,34.5881
RFD-001315,ORD-0017385,2025-06-02,2025-05-25,T-03,PSN,P-010466,partial_goodwill,10.0141,3.0042,7.0099
RFD-001316,ORD-0017391,2025-05-27,2025-05-25,T-04,PSN,P-015845,player_request,14.7795,4.4338,10.3456
RFD-001317,ORD-0017397,2025-05-30,2025-05-25,T-01,EPIC,P-038626,platform_policy,77.1976,9.2637,67.9338
RFD-001318,ORD-0017400,2025-05-28,2025-05-25,T-01,EPIC,P-041773,partial_goodwill,8.9729,1.0767,7.8961
RFD-001319,ORD-0017418,2025-07-12,2025-05-25,T-01,PSN,P-007758,platform_policy,48.6079,14.5824,34.0255
RFD-001320,ORD-0017425,2025-06-23,2025-05-25,T-01,PSN,P-011204,price_adjustment,11.5249,3.4575,8.0674
RFD-001321,ORD-0017457,2025-07-12,2025-05-25,T-01,STEAM,P-028665,accidental_purchase,61.4728,18.4418,43.031
RFD-001322,ORD-0017470,2025-06-24,2025-05-26,T-01,STEAM,P-032291,partial_goodwill,28.1499,8.445,19.7049
RFD-001323,ORD-0017489,2025-08-05,2025-05-26,T-03,EPIC,P-029036,platform_policy,20.4699,2.4564,18.0135
RFD-001324,ORD-0017511,2025-06-24,2025-05-26,T-01,EPIC,P-042630,partial_goodwill,1.2749,0.153,1.1219
RFD-001325,ORD-0017513,2025-05-29,2025-05-26,T-03,PSN,P-040505,partial_goodwill,5.0588,1.5176,3.5412
RFD-001326,ORD-0017533,2025-05-31,2025-05-26,T-01,PSN,P-043751,accidental_purchase,10.2298,3.0689,7.1609
RFD-001327,ORD-0017556,2025-06-24,2025-05-26,T-03,PSN,P-000399,partial_goodwill,3.8553,1.1566,2.6987
RFD-001328,ORD-0017561,2025-06-01,2025-05-27,T-04,XBOX,P-044552,player_request,40.8276,12.2483,28.5793
RFD-001329,ORD-0017568,2025-07-06,2025-05-27,T-01,STEAM,P-027833,price_adjustment,8.9921,2.6976,6.2945
RFD-001330,ORD-0017570,2025-07-06,2025-05-27,T-01,PSN,P-018978,price_adjustment,8.6158,2.5847,6.031
RFD-001331,ORD-0017592,2025-05-30,2025-05-27,T-03,PSN,P-032580,price_adjustment,2.4746,0.7424,1.7322
RFD-001332,ORD-0017595,2025-07-06,2025-05-27,T-01,EPIC,P-019172,partial_goodwill,4.9334,0.592,4.3414
RFD-001333,ORD-0017598,2025-05-30,2025-05-27,T-03,PSN,P-037044,price_adjustment,3.3479,1.0044,2.3435
RFD-001334,ORD-0017619,2025-06-25,2025-05-27,T-04,STEAM,P-016083,partial_goodwill,5.1047,1.5314,3.5733
RFD-001335,ORD-0017640,2025-06-29,2025-05-27,T-04,STEAM,P-006181,accidental_purchase,41.3003,12.3901,28.9102
RFD-001336,ORD-0017650,2025-06-05,2025-05-28,T-04,XBOX,P-021759,price_adjustment,2.4324,0.7297,1.7027
RFD-001337,ORD-0017658,2025-06-02,2025-05-28,T-04,NSW,P-024287,player_request,29.2058,8.7617,20.444
RFD-001338,ORD-0017665,2025-06-14,2025-05-28,T-03,PSN,P-043643,partial_goodwill,10.3084,3.0925,7.2159
RFD-001339,ORD-0017666,2025-06-11,2025-05-28,T-04,PSN,P-002040,platform_policy,5.0912,1.5274,3.5638
RFD-001340,ORD-0017667,2025-07-07,2025-05-28,T-04,STEAM,P-005192,price_adjustment,3.378,1.0134,2.3646
RFD-001341,ORD-0017676,2025-06-05,2025-05-28,T-03,STEAM,P-018190,price_adjustment,12.4659,3.7398,8.7261
RFD-001342,ORD-0017684,2025-07-07,2025-05-28,T-03,STEAM,P-030528,price_adjustment,4.9484,1.4845,3.4639
RFD-001343,ORD-0017698,2025-06-05,2025-05-28,T-01,NSW,P-003769,partial_goodwill,25.6502,7.695,17.9551
RFD-001344,ORD-0017739,2025-06-27,2025-05-29,T-04,STEAM,P-003404,price_adjustment,13.6554,4.0966,9.5588
RFD-001345,ORD-0017743,2025-08-08,2025-05-29,T-04,STEAM,P-026922,player_request,29.1335,8.74,20.3934
RFD-001346,ORD-0017755,2025-07-01,2025-05-29,T-01,STEAM,P-005991,platform_policy,4.9322,1.4797,3.4525
RFD-001347,ORD-0017757,2025-07-16,2025-05-29,T-04,NSW,P-031212,platform_policy,10.7278,3.2183,7.5094
RFD-001348,ORD-0017759,2025-06-06,2025-05-29,T-01,XBOX,P-026151,price_adjustment,2.5591,0.7677,1.7914
RFD-001349,ORD-0017766,2025-06-19,2025-05-29,T-04,XBOX,P-017154,accidental_purchase,10.6867,3.206,7.4807
RFD-001350,ORD-0017771,2025-07-16,2025-05-29,T-03,STEAM,P-008105,accidental_purchase,20.5547,6.1664,14.3883
RFD-001351,ORD-0017782,2025-06-15,2025-05-29,T-01,PSN,P-017130,partial_goodwill,1.615,0.4845,1.1305
RFD-001352,ORD-0017798,2025-06-01,2025-05-29,T-03,NSW,P-001291,partial_goodwill,2.5386,0.7616,1.777
RFD-001353,ORD-0017799,2025-06-12,2025-05-29,T-04,STEAM,P-037794,player_request,29.1335,8.74,20.3934
RFD-001354,ORD-0017825,2025-06-04,2025-05-30,T-01,XBOX,P-038669,player_request,10.2331,3.0699,7.1632
RFD-001355,ORD-0017864,2025-06-04,2025-05-30,T-01,EPIC,P-034568,player_request,48.9802,5.8776,43.1026
RFD-001356,ORD-0017865,2025-07-17,2025-05-30,T-03,XBOX,P-020907,accidental_purchase,15.0795,4.5239,10.5557
RFD-001357,ORD-0017870,2025-06-16,2025-05-30,T-01,XBOX,P-025535,partial_goodwill,5.6863,1.7059,3.9804
RFD-001358,ORD-0017876,2025-06-16,2025-05-30,T-04,PSN,P-028270,price_adjustment,15.2884,4.5865,10.7019
RFD-001359,ORD-0017880,2025-06-16,2025-05-30,T-03,XBOX,P-015015,price_adjustment,7.436,2.2308,5.2052
RFD-001360,ORD-0017887,2025-06-02,2025-05-30,T-01,XBOX,P-013607,price_adjustment,17.1117,5.1335,11.9782
RFD-001361,ORD-0017905,2025-06-02,2025-05-30,T-04,EPIC,P-006620,price_adjustment,20.6399,2.4768,18.1631
RFD-001362,ORD-0017922,2025-07-17,2025-05-30,T-01,EPIC,P-031782,accidental_purchase,9.8313,1.1798,8.6516
RFD-001363,ORD-0017923,2025-06-16,2025-05-30,T-01,STEAM,P-026598,price_adjustment,32.5142,9.7543,22.76
RFD-001364,ORD-0017935,2025-07-17,2025-05-30,T-04,XBOX,P-014193,platform_policy,10.1962,3.0589,7.1373
RFD-001365,ORD-0017940,2025-06-07,2025-05-30,T-01,EPIC,P-020326,partial_goodwill,19.5065,2.3408,17.1657
RFD-001366,ORD-0017942,2025-06-01,2025-05-30,T-04,STEAM,P-010667,accidental_purchase,33.9973,10.1992,23.7981
RFD-001367,ORD-0017972,2025-06-16,2025-05-30,T-01,XBOX,P-020334,partial_goodwill,16.9123,5.0737,11.8386
RFD-001368,ORD-0017976,2025-06-04,2025-05-30,T-01,STEAM,P-010428,platform_policy,51.2576,15.3773,35.8803
RFD-001369,ORD-0017991,2025-06-29,2025-05-31,T-01,STEAM,P-013104,price_adjustment,12.1238,3.6371,8.4867
RFD-001370,ORD-0017996,2025-06-29,2025-05-31,T-01,XBOX,P-027598,partial_goodwill,16.004,4.8012,11.2028
RFD-001371,ORD-0017997,2025-07-10,2025-05-31,T-01,XBOX,P-004653,price_adjustment,17.1117,5.1335,11.9782
RFD-001372,ORD-0017998,2025-06-08,2025-05-31,T-03,XBOX,P-043588,price_adjustment,5.039,1.5117,3.5273
RFD-001373,ORD-0018000,2025-06-14,2025-05-31,T-04,XBOX,P-040058,player_request,9.6751,2.9025,6.7726
RFD-001374,ORD-0018011,2025-07-10,2025-05-31,T-04,STEAM,P-003840,price_adjustment,4.9595,1.4878,3.4716
RFD-001375,ORD-0018018,2025-07-10,2025-05-31,T-04,XBOX,P-008804,partial_goodwill,1.5934,0.478,1.1154
RFD-001376,ORD-0018020,2025-06-29,2025-05-31,T-04,STEAM,P-011577,partial_goodwill,2.5458,0.7637,1.782
RFD-001377,ORD-0018025,2025-07-03,2025-05-31,T-01,PSN,P-023726,platform_policy,51.2576,15.3773,35.8803
RFD-001378,ORD-0018027,2025-06-08,2025-05-31,T-01,PSN,P-003182,partial_goodwill,16.9123,5.0737,11.8386
RFD-001379,ORD-0018031,2025-06-17,2025-05-31,T-04,NSW,P-015680,partial_goodwill,5.3515,1.6054,3.746
RFD-001380,ORD-0018094,2025-06-09,2025-05-31,T-01,PSN,P-000185,platform_policy,22.0357,6.6107,15.425
RFD-001381,ORD-0018099,2025-06-03,2025-05-31,T-01,STEAM,P-030679,price_adjustment,4.4834,1.345,3.1384
RFD-001382,ORD-0018111,2025-06-30,2025-06-01,T-04,STEAM,P-015786,partial_goodwill,2.543,0.7629,1.7801
RFD-001383,ORD-0018113,2025-06-10,2025-06-01,T-03,PSN,P-001542,accidental_purchase,15.1863,4.5559,10.6304
RFD-001384,ORD-0018128,2025-06-18,2025-06-01,T-01,STEAM,P-020810,price_adjustment,4.8435,1.4531,3.3905
RFD-001385,ORD-0018135,2025-06-04,2025-06-01,T-03,PSN,P-001442,partial_goodwill,5.0553,1.5166,3.5387
RFD-001386,ORD-0018181,2025-06-03,2025-06-01,T-04,XBOX,P-044798,accidental_purchase,38.7005,11.6101,27.0903
RFD-001387,ORD-0018182,2025-07-11,2025-06-01,T-03,NSW,P-039261,partial_goodwill,3.6948,1.1084,2.5864
RFD-001388,ORD-0018185,2025-06-04,2025-06-01,T-01,STEAM,P-016882,price_adjustment,12.31,3.693,8.617
RFD-001389,ORD-0018210,2025-06-04,2025-06-01,T-03,STEAM,P-026991,price_adjustment,8.354,2.5062,5.8478
RFD-001390,ORD-0018216,2025-06-22,2025-06-01,T-01,STEAM,P-007903,accidental_purchase,51.2576,15.3773,35.8803
RFD-001391,ORD-0018221,2025-07-19,2025-06-01,T-04,STEAM,P-027875,accidental_purchase,51.9827,15.5948,36.3879
RFD-001392,ORD-0018239,2025-06-09,2025-06-01,T-03,PSN,P-030390,partial_goodwill,1.3277,0.3983,0.9294
RFD-001393,ORD-0018245,2025-06-04,2025-06-01,T-03,STEAM,P-020577,partial_goodwill,1.7432,0.523,1.2202
RFD-001394,ORD-0018248,2025-07-11,2025-06-01,T-01,STEAM,P-031289,partial_goodwill,2.5851,0.7755,1.8096
RFD-001395,ORD-0018249,2025-07-11,2025-06-01,T-04,EPIC,P-028486,partial_goodwill,3.3535,0.4024,2.9511
RFD-001396,ORD-0018256,2025-06-18,2025-06-01,T-01,STEAM,P-028393,partial_goodwill,8.4879,2.5464,5.9415
RFD-001397,ORD-0018299,2025-06-10,2025-06-02,T-01,XBOX,P-028541,partial_goodwill,19.8607,5.9582,13.9025
RFD-001398,ORD-0018315,2025-07-01,2025-06-02,T-04,EPIC,P-036868,partial_goodwill,16.9455,2.0335,14.912
RFD-001399,ORD-0018319,2025-07-12,2025-06-02,T-01,PSN,P-006243,price_adjustment,8.9756,2.6927,6.2829
RFD-001400,ORD-0018355,2025-06-04,2025-06-02,T-03,STEAM,P-031657,platform_policy,5.329,1.5987,3.7303
RFD-001401,ORD-0018364,2025-06-07,2025-06-02,T-04,EPIC,P-016791,accidental_purchase,29.0563,3.4868,25.5696
RFD-001402,ORD-0018395,2025-06-05,2025-06-03,T-01,STEAM,P-006365,platform_policy,17.9983,5.3995,12.5988
RFD-001403,ORD-0018405,2025-06-24,2025-06-03,T-04,XBOX,P-004556,player_request,48.5391,14.5617,33.9774
RFD-001404,ORD-0018409,2025-07-21,2025-06-03,T-01,PSN,P-036959,platform_policy,26.9764,8.0929,18.8835
RFD-001405,ORD-0018435,2025-06-05,2025-06-03,T-01,PSN,P-010475,platform_policy,48.468,14.5404,33.9276
RFD-001406,ORD-0018448,2025-06-20,2025-06-03,T-03,EPIC,P-039736,partial_goodwill,3.8107,0.4573,3.3534
RFD-001407,ORD-0018467,2025-07-06,2025-06-03,T-01,STEAM,P-016032,accidental_purchase,22.1268,6.6381,15.4888
RFD-001408,ORD-0018471,2025-07-06,2025-06-03,T-03,STEAM,P-037532,accidental_purchase,15.2325,4.5698,10.6628
RFD-001409,ORD-0018473,2025-06-17,2025-06-03,T-01,EPIC,P-043816,accidental_purchase,4.8384,0.5806,4.2578
RFD-001410,ORD-0018481,2025-07-03,2025-06-04,T-03,XBOX,P-027679,price_adjustment,3.7963,1.1389,2.6574
RFD-001411,ORD-0018482,2025-07-03,2025-06-04,T-01,XBOX,P-010746,partial_goodwill,8.6375,2.5912,6.0462
RFD-001412,ORD-0018491,2025-06-12,2025-06-04,T-01,XBOX,P-021098,partial_goodwill,2.5513,0.7654,1.7859
RFD-001413,ORD-0018533,2025-06-21,2025-06-04,T-01,XBOX,P-041408,partial_goodwill,17.2875,5.1863,12.1013
RFD-001414,ORD-0018535,2025-07-07,2025-06-04,T-01,XBOX,P-006057,accidental_purchase,153.6591,46.0977,107.5614
RFD-001415,ORD-0018538,2025-06-06,2025-06-04,T-03,STEAM,P-017735,platform_policy,15.1751,4.5525,10.6226
RFD-001416,ORD-0018541,2025-06-09,2025-06-04,T-04,XBOX,P-018336,platform_policy,19.8609,5.9583,13.9026
RFD-001417,ORD-0018544,2025-08-14,2025-06-04,T-01,EPIC,P-015441,player_request,10.2256,1.2271,8.9985
RFD-001418,ORD-0018555,2025-07-22,2025-06-04,T-04,STEAM,P-042135,accidental_purchase,15.2037,4.5611,10.6426
RFD-001419,ORD-0018562,2025-06-21,2025-06-04,T-01,NSW,P-031062,partial_goodwill,16.8997,5.0699,11.8298
RFD-001420,ORD-0018575,2025-07-03,2025-06-04,T-03,XBOX,P-022636,price_adjustment,7.4483,2.2345,5.2138
RFD-001421,ORD-0018593,2025-07-04,2025-06-05,T-03,PSN,P-007083,price_adjustment,3.7895,1.1369,2.6527
RFD-001422,ORD-0018626,2025-07-15,2025-06-05,T-01,PSN,P-017529,partial_goodwill,25.7192,7.7158,18.0035
RFD-001423,ORD-0018627,2025-06-10,2025-06-05,T-04,PSN,P-039627,player_request,71.9821,21.5946,50.3875
RFD-001424,ORD-0018643,2025-07-15,2025-06-05,T-03,EPIC,P-010841,partial_goodwill,5.0232,0.6028,4.4204
RFD-001425,ORD-0018668,2025-07-04,2025-06-05,T-03,STEAM,P-015953,partial_goodwill,15.2128,4.5638,10.649
RFD-001426,ORD-0018687,2025-06-19,2025-06-05,T-03,STEAM,P-005806,accidental_purchase,15.2128,4.5638,10.649
RFD-001427,ORD-0018716,2025-07-16,2025-06-06,T-01,PSN,P-011504,partial_goodwill,5.1219,1.5366,3.5853
RFD-001428,ORD-0018758,2025-07-24,2025-06-06,T-01,PSN,P-013113,player_request,5.1219,1.5366,3.5853
RFD-001429,ORD-0018801,2025-06-11,2025-06-06,T-04,EPIC,P-032255,player_request,34.0469,4.0856,29.9613
RFD-001430,ORD-0018815,2025-07-16,2025-06-06,T-04,NSW,P-025597,price_adjustment,9.6492,2.8948,6.7545
RFD-001431,ORD-0018833,2025-06-10,2025-06-07,T-01,STEAM,P-013067,price_adjustment,5.1219,1.5366,3.5853
